Docket Number,Violation Date,Violation Address,Issuing Department Code,Imposed Fine Detailed
21DT000882,02/24/2021,1900 W CORTLAND ST,TRANPORT,$150.00
21DT000883,02/17/2021,3052 N LINCOLN ,TRANPORT,$110.00
21DT000883,02/17/2021,3052 N LINCOLN ,TRANPORT,$150.00
21DT000883,02/17/2021,3052 N LINCOLN ,TRANPORT,$500.00
21DT000884,02/19/2021,417 W DIVERSEY ,TRANPORT,$50.00
21DT000885,02/19/2021,3859 W LAWRENCE ,TRANPORT,$0.00
21DT000885,02/19/2021,3859 W LAWRENCE ,TRANPORT,$110.00
21DT000886,02/23/2021,3500 N KIMBALL ,TRANPORT,$0.00
21DT000886,02/23/2021,3500 N KIMBALL ,TRANPORT,$150.00
21DT000887,02/19/2021,2356 N PULASKI ,TRANPORT,$110.00
21DT000887,02/19/2021,2356 N PULASKI ,TRANPORT,$150.00
21DT000889,02/08/2020,1137 W TAYLOR ST,TRANPORT,$110.00
21DT000890,02/22/2021,2759 W ARMITAGE ,TRANPORT,$500.00
21DT000891,02/17/2021,3954 W DIVISION ST,TRANPORT,$500.00
21DT000892,02/17/2021,2200 W GRAND ,TRANPORT,$0.00
21DT000892,02/17/2021,2200 W GRAND ,TRANPORT,$110.00
21DT000893,02/17/2021,1945 W GRAND ,TRANPORT,$0.00
21DT000893,02/17/2021,1945 W GRAND ,TRANPORT,$500.00
21DT000894,02/17/2021,5201 W DIVISION ST,TRANPORT,$500.00
21DT000895,02/18/2021,1395 N MILWAUKEE ,TRANPORT,$110.00
21DT000896,02/17/2021,5035 W DIVISION ST,TRANPORT,$500.00
21DT000897,02/17/2021,1001 N CICERO ,TRANPORT,$500.00
21DT000903,02/20/2021,1535 W GRAND ,TRANPORT,$150.00
21DT000903,02/20/2021,1535 W GRAND ,TRANPORT,$500.00
21DT000904,02/20/2021,2652 W CHICAGO ,TRANPORT,$0.00
21DT000904,02/20/2021,2652 W CHICAGO ,TRANPORT,$150.00
21DT000905,02/20/2021,2706 W CHICAGO ,TRANPORT,$150.00
21DT000906,02/20/2021,505 N ASHLAND ,TRANPORT,$150.00
21DT000907,02/20/2021,505 N HERMITAGE ,TRANPORT,$110.00
21DT000908,02/20/2021,1381 W GRAND ,TRANPORT,$150.00
21DT000909,02/17/2021,301 N CENTRAL ,TRANPORT,$150.00
21DT000928,02/20/2021,3244 W IRVING PARK ,TRANPORT,$150.00
21DT000928,02/20/2021,3244 W IRVING PARK ,TRANPORT,$500.00
21DT000929,02/20/2021,3232 W IRVING PARK ,TRANPORT,$150.00
21DT000930,02/20/2021,1429 W IRVING PARK ,TRANPORT,$150.00
21DT000930,02/20/2021,1429 W IRVING PARK ,TRANPORT,$500.00
21DT000932,02/20/2021,1415 W IRVING PARK ,TRANPORT,$150.00
21DT000933,02/20/2021,2201 W LAWERENCE ,TRANPORT,$150.00
21DT000934,02/20/2021,1619 W LAWERENCE ,TRANPORT,$150.00
21DT000935,02/20/2021,115 W LAWERENCE ,TRANPORT,$150.00
21DT000936,02/20/2021,1525 W LAWERENCE ,TRANPORT,$150.00
21DT000970,02/20/2021,1501 W LAWERENCE ,TRANPORT,$110.00
21DT000971,02/20/2021,4400 W IRVING PARK ,TRANPORT,$150.00
21DT000975,02/02/2021,1236 N WOOD ,TRANPORT,$110.00
21DT000993,02/22/2021,2801 W FULLERTON ,TRANPORT,$500.00
21DT000994,02/22/2021,2017 W LOOMIS ST,TRANPORT,$150.00
21DT000995,02/26/2021,505 N HERMITAGE ,TRANPORT,$0.00
21DT000995,02/26/2021,505 N HERMITAGE ,TRANPORT,$110.00
21DT000998,02/19/2021,1042 N WESTERN ,TRANPORT,$0.00
21DT000998,02/19/2021,1042 N WESTERN ,TRANPORT,$110.00
21DT001004,01/27/2021,2501 N CICERO ,TRANPORT,$0.00
21DT001005,01/21/2021,4516 W DIVERSEY ,TRANPORT,$150.00
21DT001006,01/27/2021,3955 S CALIFORNIA ,TRANPORT,$150.00
21DT001006,01/27/2021,3955 S CALIFORNIA ,TRANPORT,$500.00
21DT001007,01/28/2021,3132 W ROOSEVELT RD,TRANPORT,$150.00
21DT001008,02/02/2021,2200 S ROCKWELL ST,TRANPORT,$150.00
21DT001009,02/02/2021,2800 S ST LOUIS ,TRANPORT,$500.00
21DT001010,01/29/2021,3207 W WASHINGTON ,TRANPORT,$150.00
21DT001012,02/23/2021,1737 W FULLERTON ,TRANPORT,$150.00
21DT001014,02/22/2021,3634 W NORTH ,TRANPORT,$500.00
21DT001015,02/22/2021,3609 W NORTH ,TRANPORT,$500.00
21DT001016,02/02/2021,1234 N WOOD ,TRANPORT,$150.00
21DT001018,02/10/2021,2220 W CORTEZ ST,TRANPORT,$500.00
21DT001019,02/10/2021,1523 N FREMONT ST,TRANPORT,$500.00
21DT001020,02/11/2021,3222 S CARPENTER ST,TRANPORT,$150.00
21DT001021,02/10/2021,1656 N WINCHESTER ,TRANPORT,$55.00
21DT001022,02/10/2021,1232 W NORTH ,TRANPORT,$100.00
21DT001022,02/10/2021,1232 W NORTH ,TRANPORT,$150.00
21DT001022,02/10/2021,1232 W NORTH ,TRANPORT,$500.00
21DT001023,02/06/2021,914 W HUBBARD ST,TRANPORT,$150.00
21DT001025,02/18/2021,506 N STATE ST,TRANPORT,$500.00
21DT001027,02/18/2021,100 W GRAND ,TRANPORT,$500.00
21DT001028,02/18/2021,226 W ONTARIO ST,TRANPORT,$110.00
21DT001029,02/18/2021,656 E BOWEN ,TRANPORT,$0.00
21DT001029,02/18/2021,656 E BOWEN ,TRANPORT,$500.00
21DT001030,02/23/2021,128 W GRAND ,TRANPORT,$150.00
21DT001031,02/22/2021,113 S CLINTON ST,TRANPORT,$100.00
21DT001031,02/22/2021,113 S CLINTON ST,TRANPORT,$500.00
21DT001032,02/20/2021,2000 W MADISON ST,TRANPORT,$150.00
21DT001033,02/20/2021,130 S HALSTED ST,TRANPORT,$500.00
21DT001035,02/26/2021,2259 W MONROE ST,TRANPORT,$500.00
21DT001036,02/22/2021,27 N ADA ST,TRANPORT,$500.00
21DT001038,02/22/2021,755 N THROOP ST,TRANPORT,$50.00
21DT001039,02/24/2021,1000 W LAKE ST,TRANPORT,$150.00
21DT001040,02/25/2021,315 W LOCUST ST,TRANPORT,$500.00
21DT001041,02/16/2021,5200 S LAKE PARK ,TRANPORT,$500.00
21DT001042,02/19/2021,5200 S LAKE PARK ,TRANPORT,$100.00
21DT001042,02/19/2021,5200 S LAKE PARK ,TRANPORT,$500.00
21DT001043,02/24/2021,1837 N DAYTON ST,TRANPORT,$0.00
21DT001043,02/24/2021,1837 N DAYTON ST,TRANPORT,$90.00
21DT001043,02/24/2021,1837 N DAYTON ST,TRANPORT,$500.00
21DT001044,02/25/2021,1670 N BISSELL ST,TRANPORT,$500.00
21DT001045,02/22/2021,4020 S DREXEL ,TRANPORT,$0.00
21DT001045,02/22/2021,4020 S DREXEL ,TRANPORT,$150.00
21DT001046,02/17/2021,1214 E 46TH ST,TRANPORT,$0.00
21DT001046,02/17/2021,1214 E 46TH ST,TRANPORT,$150.00
21DT001047,02/19/2021,706 S FINANCIAL PL,TRANPORT,$500.00
21DT001048,02/22/2021,650 S FINANCIAL PL,TRANPORT,$150.00
21DT001048,02/22/2021,650 S FINANCIAL PL,TRANPORT,$500.00
21DT001049,02/19/2021,636 S FINANCIAL PL,TRANPORT,$500.00
21DT001050,02/22/2021,630 S WABASH ,TRANPORT,$150.00
21DT001051,02/22/2021,3701 S ELLIS ,TRANPORT,$110.00
21DT001052,02/22/2021,4400 S DREXEL ,TRANPORT,$0.00
21DT001052,02/22/2021,4400 S DREXEL ,TRANPORT,$500.00
21DT001053,02/04/2021,4500 S LAKE PARK ,TRANPORT,$100.00
21DT001053,02/04/2021,4500 S LAKE PARK ,TRANPORT,$500.00
21DT001054,02/22/2021,4341 S CHAMPLAIN ,TRANPORT,$0.00
21DT001054,02/22/2021,4341 S CHAMPLAIN ,TRANPORT,$500.00
21DT001055,02/22/2021,627 W RANDOLPH ST,TRANPORT,$500.00
21DT001056,02/18/2021,410 S WABASH ,TRANPORT,$0.00
21DT001056,02/18/2021,410 S WABASH ,TRANPORT,$150.00
21DT001057,02/18/2021,618 E BOWEN ,TRANPORT,$0.00
21DT001057,02/18/2021,618 E BOWEN ,TRANPORT,$150.00
21DT001058,02/19/2021,551 E 46TH ST,TRANPORT,$150.00
21DT001059,02/20/2021,1960 W MADISON ST,TRANPORT,$500.00
21DT001060,02/25/2021,904 N ORLEANS ST,TRANPORT,$500.00
21DT001061,02/20/2021,1017 W DIVISION ST,TRANPORT,$150.00
21DT001063,02/24/2021,1930 W HUBBARD ST,TRANPORT,$150.00
21DT001064,02/20/2021,2428 W MADISON ST,TRANPORT,$0.00
21DT001064,02/20/2021,2428 W MADISON ST,TRANPORT,$150.00
21DT001065,02/20/2021,1600 W MADISON ST,TRANPORT,$0.00
21DT001065,02/20/2021,1600 W MADISON ST,TRANPORT,$150.00
21DT001066,02/20/2021,1528 N LASALLE DR,TRANPORT,$150.00
21DT001067,02/26/2021,2354 W WASHINGTON ,TRANPORT,$150.00
21DT001067,02/26/2021,2354 W WASHINGTON ,TRANPORT,$500.00
21DT001068,02/25/2021,1108 W GRAND ,TRANPORT,$110.00
21DT001068,02/25/2021,1108 W GRAND ,TRANPORT,$150.00
21DT001069,02/22/2021,777 W CHICAGO ,TRANPORT,$0.00
21DT001069,02/22/2021,777 W CHICAGO ,TRANPORT,$150.00
21DT001070,02/20/2021,114 N ABERDEEN ST,TRANPORT,$500.00
21DT001071,02/20/2021,19 N BISHOP ST,TRANPORT,$0.00
21DT001071,02/20/2021,19 N BISHOP ST,TRANPORT,$500.00
21DT001072,02/20/2021,2037 W MADISON ST,TRANPORT,$100.00
21DT001072,02/20/2021,2037 W MADISON ST,TRANPORT,$500.00
21DT001073,02/24/2021,1558 N ELSTON ,TRANPORT,$50.00
21DT001074,02/20/2021,232 S HALSTED ST,TRANPORT,$500.00
21DT001075,02/24/2021,355 N LAFLIN ST,TRANPORT,$500.00
21DT001076,02/20/2021,1708 W MADISON ST,TRANPORT,$0.00
21DT001077,02/26/2021,948 N RACINE ,TRANPORT,$0.00
21DT001078,02/26/2021,101 S PAULINA ST,TRANPORT,$150.00
21DT001079,02/25/2021,907 N LARRABEE ST,TRANPORT,$50.00
21DT001079,02/25/2021,907 N LARRABEE ST,TRANPORT,$500.00
21DT001080,02/22/2021,1217 W AUGUSTA ,TRANPORT,$0.00
21DT001080,02/22/2021,1217 W AUGUSTA ,TRANPORT,$500.00
21DT001082,02/18/2021,5100 S WABASH ,TRANPORT,$0.00
21DT001082,02/18/2021,5100 S WABASH ,TRANPORT,$150.00
21DT001083,02/19/2021,1000 W CERMAK RD,TRANPORT,$150.00
21DT001084,02/18/2021,3 E 51ST ST,TRANPORT,$500.00
21DT001085,02/18/2021,3908 S KING JR DR,TRANPORT,$150.00
21DT001086,02/20/2021,801 W MADISON ST,TRANPORT,$500.00
21DT001087,02/19/2021,911 W 37TH PL,TRANPORT,$150.00
21DT001088,02/20/2021,703 W GRAND ,TRANPORT,$150.00
21DT001089,02/20/2021,314 W SCHILLER ST,TRANPORT,$500.00
21DT001090,02/20/2021,873 N ORLEANS ST,TRANPORT,$150.00
21DT001091,02/20/2021,800 W ADAMS ST,TRANPORT,$0.00
21DT001091,02/20/2021,800 W ADAMS ST,TRANPORT,$500.00
21DT001092,02/20/2021,949 W HURON ST,TRANPORT,$500.00
21DT001093,02/20/2021,920 N ELIZABETH ST,TRANPORT,$500.00
21DT001094,02/19/2021,3619 S NORMAL ,TRANPORT,$0.00
21DT001094,02/19/2021,3619 S NORMAL ,TRANPORT,$500.00
21DT001095,02/19/2021,3658 S UNION ,TRANPORT,$0.00
21DT001096,02/20/2021,707 W GRAND ,TRANPORT,$500.00
21DT001097,02/19/2021,937 W 31ST PL,TRANPORT,$0.00
21DT001097,02/19/2021,937 W 31ST PL,TRANPORT,$500.00
21DT001098,02/18/2021,12 E CERMAK RD,TRANPORT,$0.00
21DT001099,02/18/2021,609 E PERSHING RD,TRANPORT,$500.00
21DT001100,02/18/2021,543 E PERSHING RD,TRANPORT,$500.00
21DT001101,02/20/2021,800 N ORLEANS ST,TRANPORT,$500.00
21DT001102,03/02/2021,2032 N CLYBOURN ,TRANPORT,$500.00
21DT001103,03/02/2021,2300 N CLYBOURN ,TRANPORT,$500.00
21DT001104,03/02/2021,1726 N CLYBOURN ,TRANPORT,$110.00
21DT001104,03/02/2021,1726 N CLYBOURN ,TRANPORT,$150.00
21DT001105,02/26/2021,955 W WEBSTER ,TRANPORT,$0.00
21DT001105,02/26/2021,955 W WEBSTER ,TRANPORT,$500.00
21DT001106,02/26/2021,858 W WEBSTER ,TRANPORT,$110.00
21DT001106,02/26/2021,858 W WEBSTER ,TRANPORT,$150.00
21DT001107,02/26/2021,447 W WEBSTER ,TRANPORT,$100.00
21DT001107,02/26/2021,447 W WEBSTER ,TRANPORT,$500.00
21DT001108,02/26/2021,2059 N KENMORE ,TRANPORT,$0.00
21DT001109,02/03/2021,5066 N ELSTON ,TRANPORT,$500.00
21DT001119,02/20/2021,2501 W LAWRENCE ,TRANPORT,$110.00
21DT001119,02/20/2021,2501 W LAWRENCE ,TRANPORT,$500.00
21DT001120,02/20/2021,2549 W LAWRENCE ,TRANPORT,$0.00
21DT001121,02/20/2021,2555 W LAWRENCE ,TRANPORT,$110.00
21DT001122,02/20/2021,4045 W LAWRENCE ,TRANPORT,$150.00
21DT001123,02/20/2021,4825 W LAWRENCE ,TRANPORT,$0.00
21DT001124,02/20/2021,5027 W LAWRENCE ,TRANPORT,$150.00
21DT001125,02/20/2021,5960 W LAWRENCE ,TRANPORT,$0.00
21DT001125,02/20/2021,5960 W LAWRENCE ,TRANPORT,$500.00
21DT001126,02/20/2021,5820 N MILWAUKEE ,TRANPORT,$500.00
21DT001127,02/20/2021,6348 N MILWAUKEE ,TRANPORT,$110.00
21DT001132,02/20/2021,2449 W LAWRENCE ,TRANPORT,$150.00
21DT001133,02/20/2021,2401 W LAWRENCE ,TRANPORT,$500.00
21DT001156,03/05/2021,329 W SCHILLER ST,TRANPORT,$110.00
21DT001157,02/22/2021,4560 S MICHIGAN ,TRANPORT,$0.00
21DT001157,02/22/2021,4560 S MICHIGAN ,TRANPORT,$500.00
21DT001158,02/22/2021,516 E OAKWOOD ,TRANPORT,$0.00
21DT001158,02/22/2021,516 E OAKWOOD ,TRANPORT,$500.00
21DT001159,02/23/2021,4559 S ST LAWRENCE ,TRANPORT,$0.00
21DT001161,02/20/2021,2454 W JACKSON ,TRANPORT,$150.00
21DT001162,02/22/2021,4726 S KING DR,TRANPORT,$0.00
21DT001163,02/23/2021,4558 S ST LAWRENCE ,TRANPORT,$150.00
21DT001164,02/20/2021,700 N NOBLE ST,TRANPORT,$500.00
21DT001165,02/26/2021,1233 N BOSWORTH ,TRANPORT,$110.00
21DT001165,02/26/2021,1233 N BOSWORTH ,TRANPORT,$150.00
21DT001166,02/20/2021,813 N HOMAN ,TRANPORT,$0.00
21DT001166,02/20/2021,813 N HOMAN ,TRANPORT,$150.00
21DT001167,02/25/2021,2140 N SHEFFIELD ,TRANPORT,$500.00
21DT001168,02/25/2021,1255 W SCHUBERT ,TRANPORT,$0.00
21DT001168,02/25/2021,1255 W SCHUBERT ,TRANPORT,$500.00
21DT001169,02/22/2021,1801 S STATE ST,TRANPORT,$0.00
21DT001169,02/22/2021,1801 S STATE ST,TRANPORT,$150.00
21DT001169,02/22/2021,1801 S STATE ST,TRANPORT,$500.00
21DT001170,02/19/2021,3400 S RACINE ,TRANPORT,$0.00
21DT001170,02/19/2021,3400 S RACINE ,TRANPORT,$110.00
21DT001171,02/20/2021,314 S CALIFORNIA ,TRANPORT,$150.00
21DT001173,02/24/2021,2720 S CANAL ST,TRANPORT,$0.00
21DT001173,02/24/2021,2720 S CANAL ST,TRANPORT,$500.00
21DT001174,02/25/2021,4901 S DR MARTIN LUTH DR,TRANPORT,$0.00
21DT001174,02/25/2021,4901 S DR MARTIN LUTH DR,TRANPORT,$500.00
21DT001176,02/20/2021,3637 W DIVISION ST,TRANPORT,$500.00
21DT001177,02/20/2021,3114 W CARROLL ,TRANPORT,$500.00
21DT001178,02/20/2021,324 S CALIFORNIA ,TRANPORT,$150.00
21DT001178,02/20/2021,324 S CALIFORNIA ,TRANPORT,$500.00
21DT001179,02/20/2021,700 W CHICAGO ,TRANPORT,$0.00
21DT001179,02/20/2021,700 W CHICAGO ,TRANPORT,$500.00
21DT001180,02/22/2021,3658 S PRAIRIE ,TRANPORT,$500.00
21DT001181,02/22/2021,4824 S INDIANA ,TRANPORT,$0.00
21DT001181,02/22/2021,4824 S INDIANA ,TRANPORT,$150.00
21DT001182,02/26/2021,1325 N BOSWORTH ,TRANPORT,$0.00
21DT001183,02/22/2021,3526 S PRAIRIE ,TRANPORT,$500.00
21DT001184,02/25/2021,220 W 25TH PL,TRANPORT,$0.00
21DT001185,02/19/2021,843 W 33RD ST,TRANPORT,$150.00
21DT001186,02/20/2021,622 N TRUMBULL ,TRANPORT,$0.00
21DT001187,02/20/2021,2914 W FULTON ST,TRANPORT,$0.00
21DT001187,02/20/2021,2914 W FULTON ST,TRANPORT,$150.00
21DT001188,02/25/2021,2107 N LINCOLN ,TRANPORT,$0.00
21DT001188,02/25/2021,2107 N LINCOLN ,TRANPORT,$500.00
21DT001189,02/22/2021,3832 S WABASH ,TRANPORT,$0.00
21DT001189,02/22/2021,3832 S WABASH ,TRANPORT,$500.00
21DT001190,02/25/2021,938 W 38TH ST,TRANPORT,$100.00
21DT001190,02/25/2021,938 W 38TH ST,TRANPORT,$500.00
21DT001191,02/25/2021,705 W 31ST ST,TRANPORT,$110.00
21DT001192,02/20/2021,264 N WESTERN ,TRANPORT,$100.00
21DT001192,02/20/2021,264 N WESTERN ,TRANPORT,$500.00
21DT001193,02/22/2021,4502 S ST LAWRENCE ,TRANPORT,$0.00
21DT001193,02/22/2021,4502 S ST LAWRENCE ,TRANPORT,$500.00
21DT001194,02/22/2021,4426 S KING DR,TRANPORT,$500.00
21DT001195,02/22/2021,4860 S PRINCETON ,TRANPORT,$100.00
21DT001195,02/22/2021,4860 S PRINCETON ,TRANPORT,$500.00
21DT001196,02/22/2021,5150 S INDIANA ,TRANPORT,$500.00
21DT001197,02/22/2021,5649 S PRINCETON ,TRANPORT,$0.00
21DT001197,02/22/2021,5649 S PRINCETON ,TRANPORT,$500.00
21DT001198,02/20/2021,2459 W JACKSON ,TRANPORT,$110.00
21DT001199,02/25/2021,2711 N ORCHARD ST,TRANPORT,$0.00
21DT001199,02/25/2021,2711 N ORCHARD ST,TRANPORT,$150.00
21DT001200,02/25/2021,2461 N GENEVA TERRAC ,TRANPORT,$500.00
21DT001201,02/26/2021,1649 W BEACH ,TRANPORT,$500.00
21DT001202,02/26/2021,1638 W BLACKHAWK ST,TRANPORT,$500.00
21DT001203,02/22/2021,4523 S VINCENNES ,TRANPORT,$100.00
21DT001203,02/22/2021,4523 S VINCENNES ,TRANPORT,$500.00
21DT001204,02/24/2021,1948 N HALSTED ST,TRANPORT,$500.00
21DT001205,02/24/2021,445 W 28TH PL,TRANPORT,$150.00
21DT001206,02/25/2021,3658 S UNION ,TRANPORT,$110.00
21DT001207,02/22/2021,537 E 46TH ST,TRANPORT,$150.00
21DT001209,02/25/2021,1259 W SCHUBERT ,TRANPORT,$500.00
21DT001229,02/17/2021,4002 W CHICAGO ,TRANPORT,$500.00
21DT001232,02/17/2021,901 N PULASKI RD,TRANPORT,$500.00
21DT001233,02/17/2021,5211 W NORTH ,TRANPORT,$500.00
21DT001239,02/03/2021,3172 W MONROE ST,TRANPORT,$0.00
21DT001240,02/02/2021,3311 S ARCHER ,TRANPORT,$0.00
21DT001240,02/02/2021,3311 S ARCHER ,TRANPORT,$150.00
21DT001240,02/02/2021,3311 S ARCHER ,TRANPORT,$500.00
21DT001241,02/02/2021,1200 S KEDZIE ,TRANPORT,$150.00
21DT001242,02/03/2021,3696 S ARCHER ,TRANPORT,$500.00
21DT001244,02/03/2021,3867 S ARCHER ,TRANPORT,$500.00
21DT001245,02/03/2021,1459 W TAYLOR ST,TRANPORT,$500.00
21DT001246,02/03/2021,6540 W BELMLONT ,TRANPORT,$150.00
21DT001257,03/03/2021,5555 W KAMERLING ,TRANPORT,$0.00
21DT001257,03/03/2021,5555 W KAMERLING ,TRANPORT,$500.00
21DT001259,03/04/2021,801 N PULASKI RD,TRANPORT,$150.00
21DT001260,02/17/2021,105 N PULASKI RD,TRANPORT,$500.00
21DT001265,03/03/2021,1900 W WOLFRAM ST,TRANPORT,$150.00
21DT001271,02/21/2021,3 E WASHINGTON ,TRANPORT,$500.00
21DT001303,02/20/2021,4846 S ARCHER ,TRANPORT,$150.00
21DT001304,02/20/2021,4784 S ARCHER ,TRANPORT,$500.00
21DT001305,02/20/2021,4651 W 63RD ST,TRANPORT,$150.00
21DT001306,02/20/2021,7045 S PULASKI RD,TRANPORT,$150.00
21DT001306,02/20/2021,7045 S PULASKI RD,TRANPORT,$500.00
21DT001307,02/20/2021,4200 W 55TH ST,TRANPORT,$150.00
21DT001323,02/17/2021,2500 S DRAKE ,TRANPORT,$50.00
21DT001324,02/17/2021,3803 W ROOSEVELT RD,TRANPORT,$150.00
21DT001324,02/17/2021,3803 W ROOSEVELT RD,TRANPORT,$500.00
21DT001325,02/19/2021,1600 S KEDZIE ,TRANPORT,$100.00
21DT001325,02/19/2021,1600 S KEDZIE ,TRANPORT,$500.00
21DT001326,02/17/2021,1308 S SAWYER ,TRANPORT,$150.00
21DT001326,02/17/2021,1308 S SAWYER ,TRANPORT,$500.00
21DT001327,02/18/2021,2801 S PULASKI RD,TRANPORT,$100.00
21DT001327,02/18/2021,2801 S PULASKI RD,TRANPORT,$500.00
21DT001328,02/19/2021,1200 S KEDZIE ,TRANPORT,$150.00
21DT001329,02/05/2021,1400 S HOMAN ,TRANPORT,$150.00
21DT001330,02/04/2021,3641 S ARCHER ,TRANPORT,$0.00
21DT001330,02/04/2021,3641 S ARCHER ,TRANPORT,$110.00
21DT001331,02/05/2021,3400 S PULASKI RD,TRANPORT,$0.00
21DT001331,02/05/2021,3400 S PULASKI RD,TRANPORT,$500.00
21DT001342,02/09/2021,1842 W GRAND ,TRANPORT,$150.00
21DT001342,02/09/2021,1842 W GRAND ,TRANPORT,$500.00
21DT001343,02/10/2021,1804 N KEDZIE ,TRANPORT,$0.00
21DT001344,01/29/2021,1724 N ARTESIAN ,TRANPORT,$110.00
21DT001345,02/08/2021,655 N WESTERN ,TRANPORT,$150.00
21DT001346,02/09/2021,1415 W OHIO ,TRANPORT,$0.00
21DT001346,02/09/2021,1415 W OHIO ,TRANPORT,$150.00
21DT001347,01/29/2021,1115 N HERMITAGE ,TRANPORT,$150.00
21DT001348,02/09/2021,1000 W MADISON ,TRANPORT,$150.00
21DT001348,02/09/2021,1000 W MADISON ,TRANPORT,$500.00
21DT001349,01/28/2021,1000 W MADISON ,TRANPORT,$150.00
21DT001349,01/28/2021,1000 W MADISON ,TRANPORT,$500.00
21DT001359,02/04/2021,3655 S WESTERN ,TRANPORT,$150.00
21DT001359,02/04/2021,3655 S WESTERN ,TRANPORT,$500.00
21DT001360,02/04/2021,3600 S WESTERN ,TRANPORT,$150.00
21DT001361,02/05/2021,2648 S CENTRAL PARK ,TRANPORT,$500.00
21DT001362,02/02/2021,3986 S ARCHER ,TRANPORT,$500.00
21DT001363,02/18/2021,3731 W ROOSEVELT RD,TRANPORT,$500.00
21DT001364,02/18/2021,4710 S ARCHER ,TRANPORT,$0.00
21DT001364,02/18/2021,4710 S ARCHER ,TRANPORT,$110.00
21DT001365,02/05/2021,301 W 23RD PL,TRANPORT,$0.00
21DT001371,01/29/2021,2822 W LYNDALE ,TRANPORT,$0.00
21DT001371,01/29/2021,2822 W LYNDALE ,TRANPORT,$110.00
21DT001372,01/29/2021,2069 N HUMBOLDT ,TRANPORT,$0.00
21DT001372,01/29/2021,2069 N HUMBOLDT ,TRANPORT,$150.00
21DT001373,02/08/2021,2717 W ARMITAGE ,TRANPORT,$150.00
21DT001374,01/29/2021,1458 N MAPLEWOOD ,TRANPORT,$150.00
21DT001389,03/03/2021,2453 W DIVERSEY ,TRANPORT,$0.00
21DT001389,03/03/2021,2453 W DIVERSEY ,TRANPORT,$150.00
21DT001475,02/17/2021,1325 S INDEPENDENCE ,TRANPORT,$500.00
21DT001476,02/19/2021,3238 W 31ST ST,TRANPORT,$150.00
21DT001477,02/17/2021,3901 S KEDZIE ,TRANPORT,$150.00
21DT001478,02/17/2021,3100 W CERMAK RD,TRANPORT,$110.00
21DT001479,02/17/2021,3541 S ARCHER ,TRANPORT,$500.00
21DT001484,02/22/2021,601 S CENTRAL PARK ,TRANPORT,$150.00
21DT001485,02/23/2021,100 N KEDZIE ,TRANPORT,$0.00
21DT001486,02/23/2021,111 N KEDZIE ,TRANPORT,$0.00
21DT001487,02/23/2021,101 N KEDZIE ,TRANPORT,$0.00
21DT001488,02/24/2021,4651 S LAMON ,TRANPORT,$150.00
21DT001489,02/24/2021,4049 S CALIFORNIA ,TRANPORT,$0.00
21DT001490,02/19/2021,3269 S ARCHER ,TRANPORT,$110.00
21DT001491,02/19/2021,3000 W WASHINGTON ,TRANPORT,$150.00
21DT001493,01/29/2021,3311 W WASHINGTON ,TRANPORT,$500.00
21DT001494,02/22/2021,3311 W WASHINGTON ,TRANPORT,$500.00
21DT001509,02/09/2021,1537 W GRAND ,TRANPORT,$500.00
21DT001510,01/29/2021,1900 W GRAND ,TRANPORT,$150.00
21DT001511,01/29/2021,2110 N MILWAUKEE ,TRANPORT,$500.00
21DT001512,02/10/2021,2235 W CERMAK ,TRANPORT,$0.00
21DT001512,02/10/2021,2235 W CERMAK ,TRANPORT,$500.00
21DT001515,02/19/2021,2959 W WASHINGTON ,TRANPORT,$110.00
21DT001516,02/22/2021,4455 S SPAULDING ,TRANPORT,$500.00
21DT001517,02/22/2021,3600 S ASHLAND ,TRANPORT,$110.00
21DT001581,01/01/2001,1900 W CORTLAND ST,TRANPORT,$0.00
21DT001583,02/23/2021,2701 N CLYBOURN ,TRANPORT,$0.00
21DT001583,02/23/2021,2701 N CLYBOURN ,TRANPORT,$110.00
21DT001583,02/23/2021,2701 N CLYBOURN ,TRANPORT,$150.00
21DT001638,02/23/2021,3311 W WASHINGTON ,TRANPORT,$500.00
21DT001643,02/23/2021,4052 W GRAND ,TRANPORT,$150.00
21DT001644,02/22/2021,2400 N KEDZIE ,TRANPORT,$150.00
21DT001657,02/09/2021,1629 W GRAND ,TRANPORT,$500.00
21DT001658,02/09/2021,505 N HERMITAGE ,TRANPORT,$110.00
21DT001659,02/09/2021,1627 W GRAND ,TRANPORT,$0.00
21DT001659,02/09/2021,1627 W GRAND ,TRANPORT,$110.00
21DT001846,02/22/2021,3159 N SOUTHPORT ,TRANPORT,$150.00
21DT001858,02/19/2021,1325 N CENTRAL ,TRANPORT,$150.00
21DT001859,02/19/2021,1300 N KOSTNER ,TRANPORT,$150.00
21DT001951,02/22/2021,2017 W LOOMIS ,TRANPORT,$150.00
21DT001952,02/09/2021,255 W 22ND PL,TRANPORT,$150.00
21DT001953,02/19/2021,416 S KOSTNER ,TRANPORT,$500.00
21DT001954,02/11/2021,2110 N MILWAUKEE ,TRANPORT,$500.00
21DT001974,03/22/2021,1712 N WOLCOTT ,TRANPORT,$0.00
21DT002120,02/24/2021,338 N AVERS ,TRANPORT,$500.00
21DT002129,02/24/2021,4909 W DIVISION ST,TRANPORT,$0.00
21DT002129,02/24/2021,4909 W DIVISION ST,TRANPORT,$500.00
21DT002543,02/19/2021,1626 S ALLPORT ,TRANPORT,$150.00
